订单,系统状态,物料,订单数量,已交货数量,销售订单,销售订单项目,基本开始日期,基本完成日期,物料描述,销售助理,备注,安排分切日期,实际完成日期,车间状态,逾期天数,未收货数量,是否关单,车间备注,异常原因,辅助列,涂布大卷,车间大卷库存,MES大卷库存,订单类型,大卷料号,白包小卷料号,白包小卷库存（M）,异常分切,线边库库存,交付天数,是否正常交付,未正常交付原因,未正常交付责任人,未正常交付责任部门,关单日期,月份,订单类别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006421,结算   PCNF PRC  CSER BCRQ GMPS MANC PDLV*,9110427,3000,2685,10020265,10,2026/1/20,2026/1/20,MIT98-7-150-CNC31,,没纸箱，还差70卷，预计纸箱1/10到,2026/1/6,2026/1/6,关闭,,0,关单,没纸箱，还差21卷，没膜,缺膜,210000642122101,MIT98-7-150-CNC31(大),290,290,销售订单,2210327,2310427,405,,3423,-14,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006425,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300227,7500,7849,,0,2026/1/1,2026/1/31,NC90-9-150,,,暂无,2026/1/12,已完成,,0,关单,1月份备货,,210000642522101,NTE90-9-150(大),143100,125624,备货订单,2210386,2300227,13680,,144918,11,否,备货,无,无,2026/1/13,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006426,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300229,2100,2204,,0,2026/1/1,2026/1/31,NC90-9-175,,缺膜，1/13刚到，品控检测3天,2026/1/30,2026/1/30,已完成,,0,关单,1月份备货，没膜,缺膜,210000642622101,NTE90-9-175(大),62636,22061,备货订单,2210415,2300229,3195,,95752,29,否,备货,无,无,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006427,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2310289,1400,1410,,0,2026/1/1,2026/1/31,NC90-9-175G,,1月份备货,2026/1/7,2026/1/10,已完成,,0,关单,没膜,缺膜,210000642722101,NTE90-9-175(大),62636,22061,备货订单,2210415,2300229,3195,,95752,9,否,备货,无,无,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006428,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300839,2100,2215,,0,2026/1/1,2026/1/31,NC90-7-175,,,2026/1/13,2026/1/13,已完成,,0,关单,1月份备货,,210000642822101,NTE90-7-175(大),6350,7051,备货订单,2210414,2300839,7650,,7775,12,否,备货,无,无,2026/1/14,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006429,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC*,2310396,3240,1251,,0,2026/1/31,2026/2/27,NW90-7-150U9,,改到2月份备货，已勾选交货已完成,暂无,2026/1/31,已完成,,0,关单,测试用,,210000642922101,NW90-7-150U9(大),22510,22515,备货订单,2210241,2310396,225,,25354,0,是,,,,2026/2/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006430,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360480,1620,1620,,0,2026/1/1,2026/1/31,小黑盒75-NC90-9-150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000643022101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006431,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300257,15000,16102,,0,2026/1/1,2026/1/6,NC90-7-150,,钱海亮备货，还差225卷，没膜，剩余都是曼左尼专用，曼左尼已解冻,2026/1/19,2026/1/19,已完成,,0,关单,备货订单，还差225卷，没膜,缺膜,210000643122101,NTE90-7-150(大),24673,7046,备货订单,2210385,2300257,13320,,27699,18,否,备货,无,无,2026/1/20,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006433,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360632,5010,5010,,0,2026/1/3,2026/1/3,HYX-NC90-9-175,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000643322101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,0,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006434,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360764,4590,4590,,0,2026/1/4,2026/1/29,HYX-NC90-7-150,,,2026/1/4,2026/1/5,已完成,,0,关单,,,210000643422101,NTE90-7-150(大),24673,7046,品牌白包备货,2210385,2300257,13320,,27699,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006435,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360765,8910,8910,,0,2026/1/4,2026/1/29,HYX-NC90-7-175,,,2026/1/4,2026/1/4,已完成,,0,关单,,,210000643522101,NTE90-7-175(大),6350,7051,品牌白包备货,2210414,2300839,7650,,7775,0,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006437,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300184,810,879,,0,2026/1/4,2026/1/30,MQS87-7-180,,,2026/1/5,2026/1/5,已完成,,0,关单,0,,210000643722101,MQS87-7-180(大),26412,25821,备货订单,2200123,2300184,4290,,25821,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006438,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC,2360531,810,345,,0,2026/1/4,2026/1/29,爱甲-L80S,,纸箱不够，助理要求改成23卷,2026/1/19,2026/1/19,已完成,,0,关单,没纸箱,缺辅材,210000643822101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,15,否,备货,无,无,2026/1/20,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006440,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360169,810,810,,0,2026/1/30,2026/1/30,PD-200（牛皮纸）,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000644022101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,-27,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006441,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360853,4500,4500,,0,2026/1/1,2026/1/31,JZ-yxcy85（京造）,,,2026/1/5,2026/1/5,已完成,,0,关单,0,,210000644122101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006442,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360626,1620,1620,,0,2026/1/1,2026/1/31,冰致BZ30-NC90-9-150,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000644222101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006443,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360627,810,810,,0,2026/1/1,2026/1/31,冰致BZ40-NC90-9-175,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000644322101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006445,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,375,375,10020216,20,2026/1/4,2026/1/30,NC90-9-175,,,2026/1/7,2026/1/7,已完成,,0,关单,没质保卡,缺辅材,210000644522101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,3,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006446,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100227,1500,1500,10020334,10,2026/1/4,2026/1/30,NC90-9-150,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000644622101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006447,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360659,810,810,,0,2026/1/1,2026/1/31,KICKS劲氪-K70-LAND,,,2026/1/4,2026/1/4,已完成,,0,关单,,,210000644722101,LAND90-7-130-KX(大),11006,10439,品牌白包备货,2210426,2300008,2535,,11006,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006448,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360601,810,810,,0,2026/1/1,2026/1/31,KICKS劲氯-K80,,,2026/1/4,2026/1/4,已完成,,0,关单,,,210000644822101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006449,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360602,810,810,,0,2026/1/1,2026/1/31,KICKS劲氯-K90,,,2026/1/3,2026/1/3,已完成,,0,关单,0,,210000644922101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006450,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360600,600,600,,0,2026/1/1,2026/1/4,KICKS劲氯- KS80,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000645022101,NTE90-7-150(大),24673,7046,品牌白包备货,2210385,2300257,13320,,27699,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006451,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300703,1620,2862,,0,2026/1/4,2026/1/5,MQS87-7-150-W,,缺膜，预计1/6回,2026/1/5,2026/1/11,已完成,,0,关单,没膜,缺膜,210000645122101,MQS87-7-150-W(大),6874,6874,备货订单,2200547,2300703,1140,,6874,7,否,备货,无,无,2026/1/12,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006452,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360668,1350,1350,,0,2026/1/4,2026/1/4,MOBOX-FL80-NC90-9-150 G,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000645222101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006453,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360669,810,810,,0,2026/1/4,2026/1/4,MOBOX-FL90-NC90-9-175 G,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000645322101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006454,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360628,1380,1380,,0,2026/6/30,2026/6/30,RH臻选65,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000645422101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,-176,是,,,,2026/1/6,6,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006455,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,750,750,10020258,10,2026/1/4,2026/1/7,MIT93-7-150,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000645522101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006456,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,450,450,10020258,30,2026/1/4,2026/1/7,MIT93-7-150,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000645622101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,1,是,,,,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006457,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300207,1620,1863,,0,2026/1/4,2026/1/31,MQS87-8-157-M,,,暂无,2026/1/12,已完成,,0,关单,,,210000645722101,MQS87-8-157-M(大),2303,2303,备货订单,2200254,2300207,2355,,21006,8,否,备货,无,无,2026/1/13,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006458,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300227,7500,8017,,0,2026/1/4,2026/1/31,NC90-9-150,,,2026/1/5,2026/1/10,已完成,,0,关单,,,210000645822101,NTE90-9-150(大),143100,125624,备货订单,2210386,2300227,13680,,144918,6,否,备货,无,无,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006459,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300229,7500,7890,,0,2026/1/4,2026/1/31,NC90-9-175,,,暂无,2026/1/10,已完成,,0,关单,,,210000645922101,NTE90-9-175(大),62636,22061,备货订单,2210415,2300229,3195,,95752,6,否,备货,无,无,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006460,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2310289,2100,2100,,0,2026/1/30,2026/1/30,NC90-9-175G,,缺膜，1/13刚到，品控检测3天，改到2月份备货,2026/1/30,2026/1/30,已完成,,0,关单,备货订单没膜,缺膜,210000646022101,NTE90-9-175(大),62636,22061,备货订单,2210415,2300229,3195,,95752,0,是,,,,2026/1/31,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006461,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300839,2100,2242,,0,2026/1/4,2026/1/31,NC90-7-175,,,2026/1/19,2026/1/27,已完成,,0,关单,备货订单,,210000646122101,NTE90-7-175(大),6350,7051,备货订单,2210414,2300839,7650,,7775,23,否,备货,无,无,2026/1/28,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006462,结算   PRC  BCRQ MANC SETC VCAL,2310396,1620,0,,0,2026/1/4,2026/1/31,NW90-7-150U9,,,暂无,,关闭,,0,关单,没膜,缺膜,210000646222101,NW90-7-150U9(大),22510,22515,备货订单,2210241,2310396,225,,25354,,0,,,,,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006463,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360479,810,810,,0,2026/1/4,2026/1/6,白包-无地址版-WH90-9-130U3/U9,,,2026/1/7,2026/1/7,已完成,,0,关单,,,210000646322101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,3,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006474,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360173,810,810,,0,2026/1/4,2026/1/6,JD-100（白橙）,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000647422101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,2,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006477,结算   CNF  PRC  BCRQ GMPS MANC PDLV SETC,9100262,2700,2700,10020402,70,2026/1/4,2026/1/7,BK90-7-143,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000647722101,BK90-7-143(大),,,销售订单,2200192,2300262,75,,0,2,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006479,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,900,900,10020402,80,2026/1/5,2026/1/8,NC90-9-175,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000647922101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006480,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360840,3000,3000,,0,2026/1/5,2026/1/8,白包-T150（NC90-9-150）,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000648022101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006481,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360841,3000,3000,,0,2026/1/5,2026/1/8,白包-T175（NC90-9-175),,,2026/1/8,2026/1/10,已完成,,0,关单,没膜,缺膜,210000648122101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,5,否,备货,无,无,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006482,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300007,900,924,,0,2026/1/5,2026/1/8,LAND90-7-150,,,2026/1/6,2026/1/6,已完成,,0,关单,刘雪莲订单，有发货单,,210000648222101,LAND90-7-150(大),7365,8107,备货订单,2200006,,,,8160,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006483,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360244,360,360,,0,2026/1/5,2026/1/5,TPU-EM3,,,2026/1/7,2026/1/7,已完成,,0,关单,,,210000648322101,MQS87-7-130(大),8204,8718,品牌白包备货,2200007,2300009,1860,,8978,2,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006484,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360539,810,810,,0,2026/1/5,2026/1/5,SP70（白银）,,,2026/1/7,2026/1/7,已完成,,0,关单,,,210000648422101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,2,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006485,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360629,1500,1500,,0,2026/4/5,2026/4/5,RH臻选75,,,2026/1/7,2026/1/7,已完成,,0,关单,,,210000648522101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,-88,是,,,,2026/1/8,4,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006486,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360811,810,810,,0,2026/1/4,2026/1/4,NKD王者铠甲-E75+,,,2026/1/7,2026/1/10,已完成,,0,关单,1/10切,,210000648622101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,6,否,备货,无,无,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006487,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360812,810,810,,0,2026/1/4,2026/1/4,NKD王者铠甲-E85+,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000648722101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,2,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006488,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360620,810,810,,0,2026/1/4,2026/1/4,NKD王者铠甲-C75,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000648822101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006489,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360620,1620,1620,,0,2026/1/5,2026/1/5,NKD王者铠甲-C75,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000648922101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006490,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360690,1050,1050,,0,2026/1/5,2026/1/8,G-65（牛皮纸）,,,2026/1/6,2026/1/6,已完成,,0,关单,销售订单,,210000649022101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006492,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360757,750,750,,0,2026/1/5,2026/1/8,NYZ75(牛皮纸),,,2026/1/6,2026/1/6,已完成,,0,关单,销售订单,,210000649222101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006493,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360880,4500,4500,,0,2026/1/5,2026/1/8,MQS黑色纸盒--MQS87-7-150,,,2026/1/6,2026/1/6,已完成,,0,关单,销售订单，分切前通知赵小影,,210000649322101,MQS87-7-150(大),276,276,品牌白包备货,2200008,2300010,8820,,2818,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006494,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360881,1500,1500,,0,2026/1/5,2026/1/8,MQS黑色纸盒--MQS87-7-180,,,2026/1/6,2026/1/6,已完成,,0,关单,销售订单，分切前通知赵小影,,210000649422101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006495,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360882,3000,3000,,0,2026/1/5,2026/1/8,NVIP红白色纸盒--NV75,,,2026/1/8,2026/1/8,已完成,,0,关单,销售订单，分切前通知赵小影,,210000649522101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,3,是,,,,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006497,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360883,1500,1500,,0,2026/1/5,2026/1/8,NVIP红白色纸盒--NV85,,,2026/1/6,2026/1/6,已完成,,0,关单,销售订单，分切前通知赵小影,,210000649722101,NW90-9-175U9(大),1436,1436,品牌白包备货,2210243,2310465,4020,,18051,1,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006498,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110575,2010,2010,10020461,10,2026/1/5,2026/1/5,MQS86-7-180-WS1,,缺膜，预计1/6回,2026/1/7,2026/1/8,已完成,,0,关单,没膜,缺膜,210000649822101,MQS86-7-180-WS1(大),,,销售订单,2210495,2310575,,,0,3,是,,,,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006499,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110436,75,75,10020446,50,2026/1/8,2026/1/8,MIT93-7-150-KX41,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000649922101,MIT93-7-150-KX41(大),1601,2001,销售订单,2210345,2310436,,,2391,-2,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006500,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110449,60,60,10020446,20,2026/1/8,2026/1/8,MQS87-7-150-KX41,,,2026/1/6,2026/1/6,已完成,,0,关单,,,210000650022101,MQS87-7-150-KX41(大),4243,4578,销售订单,2210349,2310449,,,5039,-2,是,,,,2026/1/7,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006518,结算   PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360657,810,675,,0,2026/1/5,2026/1/8,NKD王者铠甲-C85,,做出45卷，还差9卷，没纸箱,2026/1/7,2026/1/7,关闭,,0,关单,做出45卷，还差9卷，没纸箱,缺辅材,210000651822101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006519,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360879,810,810,,0,2026/1/5,2026/1/8,五福金牛 S-7星8.5,,,2026/1/7,2026/1/7,已完成,,0,关单,,,210000651922101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,2,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006520,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360618,810,810,,0,2026/1/5,2026/1/8,小疯牛 S-5星 8.5,,,2026/1/7,2026/1/7,已完成,,0,关单,,,210000652022101,NTE90-7-175(大),6350,7051,品牌白包备货,2210414,2300839,7650,,7775,2,是,,,,2026/1/8,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
